market_id,last_price,recent_ma,recent_vol,recent_trend,recent_range,age_days,time_to_resolution_days,frac_life_elapsed,category,y,final_price,spread,mid_price,trades_5m,trades_15m,trades_60m,time_since_last_trade_minutes,up_move_ratio_tail,price_minus_ma,cum_buy_volume,cum_sell_volume,net_cum_order_flow,flow_ratio,trade_count_5m,buy_volume_5m,sell_volume_5m,net_order_flow_5m,avg_trade_size_5m,trade_count_15m,buy_volume_15m,sell_volume_15m,net_order_flow_15m,avg_trade_size_15m,trade_count_60m,buy_volume_60m,sell_volume_60m,net_order_flow_60m,avg_trade_size_60m,snapshot_offset_hours
684986,0.175,0.17850000000000005,0.004500000000000004,-0.0050000000000000044,0.010000000000000009,12.75,0.25,0.9807692307692307,,1,0.175,,0.175,0,0,1,59.31666666666667,0.061224489795918366,-0.0035000000000000586,2403.105263,0.0,2403.105263,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,6
684986,0.18,0.1782,0.004445222154178578,-0.0050000000000000044,0.010000000000000009,12.875,0.125,0.9903846153846154,,1,0.175,,0.18,0,0,1,59.43333333333333,0.061224489795918366,0.001799999999999996,2408.3684189999994,0.0,2408.3684189999994,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,3
684986,0.175,0.1779,0.0042532340636273515,-0.010000000000000009,0.010000000000000009,12.958333333333334,0.041666666666666664,0.9967948717948718,,1,0.175,,0.175,0,0,1,59.36666666666667,0.061224489795918366,-0.0029000000000000137,2708.368419,0.0,2708.368419,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,5,240.0,0.0,240.0,48.0,1
698675,0.9615,0.9589500000000001,0.011547835294980616,0.01650000000000007,0.03499999999999992,4.0,2.0,0.6666666666666666,,1,0.9795,,0.9615,0,0,1,59.56666666666667,0.16326530612244897,0.002549999999999941,169.61158899999998,151.28,18.33158899999998,0.5285635236765274,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,48
698675,0.9655,0.96012,0.008081806728696236,-0.0010000000000000009,0.03149999999999997,5.0,1.0,0.8333333333333334,,1,0.9795,,0.9655,0,0,1,59.55,0.2653061224489796,0.005380000000000051,31845.274262000003,152.32,31692.954262000003,0.9952396421195673,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,24
698675,0.9625,0.9626399999999998,0.0023087659041141407,0.0010000000000000009,0.010000000000000009,5.5,0.5,0.9166666666666666,,1,0.9795,,0.9625,0,0,1,59.56666666666667,0.2857142857142857,-0.00013999999999980695,36389.790206,2156.4900000000002,34233.300206,0.9440545238483394,0,0.0,0.0,0.0,,2,12.205787,0.0,12.205787,6.1028935,19,2124.081369,2003.14,120.9413689999999,217.22217731578948,12
698675,0.9645,0.96284,0.0024483463807231185,0.0030000000000000027,0.010500000000000065,5.75,0.25,0.9583333333333334,,1,0.9795,,0.9645,0,0,1,59.483333333333334,0.32653061224489793,0.0016599999999999948,43900.487288,2157.52,41742.967288,0.9531564623169853,0,0.0,0.0,0.0,,2,1120.725371,0.0,1120.725371,560.3626855,3,1245.725371,0.0,1245.725371,415.2417903333333,6
698675,0.98,0.96336,0.0034699279531425404,0.01849999999999996,0.02200000000000002,5.875,0.125,0.9791666666666666,,1,0.9795,,0.98,0,0,1,59.56666666666667,0.3673469387755102,0.016639999999999988,52792.399798,2267.5000000000005,50524.899798,0.9588175785223212,0,0.0,0.0,0.0,,2,7.14,1.14,6.0,4.14,10,1281.177037,105.51,1175.667037,138.66870369999998,3
698675,0.978,0.96399,0.004420961433896473,0.016000000000000014,0.02200000000000002,5.958333333333333,0.041666666666666664,0.9930555555555555,,1,0.9795,,0.978,0,0,1,59.516666666666666,0.3673469387755102,0.014009999999999967,69340.06107200001,2319.07,67020.991072,0.9676374808721877,2,8.1632,0.0,8.1632,4.0816,3,13921.833200000001,0.0,13921.833200000001,4640.611066666667,11,15899.674426000001,51.57,15848.104426000002,1450.1131296363637,1
668960,0.205,0.29889999999999994,0.1406246422217671,-0.24500000000000002,0.36500000000000005,20.0,2.0,0.9090909090909091,,1,0.19,,0.205,0,0,1,59.81666666666667,0.3469387755102041,-0.09389999999999996,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,48
668960,0.18,0.1902,0.010860939185908374,-0.020000000000000018,0.04000000000000001,21.0,1.0,0.9545454545454546,,1,0.19,,0.18,0,0,1,59.8,0.24489795918367346,-0.010200000000000015,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,24
668960,0.185,0.18789999999999998,0.01063437821407533,0.0,0.04000000000000001,21.5,0.5,0.9772727272727273,,1,0.19,,0.185,0,0,1,59.833333333333336,0.20408163265306123,-0.002899999999999986,5.263156,0.0,5.263156,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,12
668960,0.19,0.18739999999999996,0.010209799214480177,-0.014999999999999986,0.04000000000000001,21.75,0.25,0.9886363636363636,,1,0.19,,0.19,0,0,1,59.78333333333333,0.1836734693877551,0.0026000000000000467,5.263156,0.0,5.263156,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,6
668960,0.19,0.18659999999999996,0.009404254356406998,-0.014999999999999986,0.04000000000000001,21.875,0.125,0.9943181818181818,,1,0.19,,0.19,0,0,1,59.81666666666667,0.16326530612244897,0.003400000000000042,5.263156,0.0,5.263156,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,3
668960,0.19,0.18599999999999994,0.008660254037844388,-0.024999999999999994,0.04000000000000001,21.958333333333332,0.041666666666666664,0.9981060606060606,,1,0.19,,0.19,0,0,1,59.766666666666666,0.14285714285714285,0.004000000000000059,5.263156,0.0,5.263156,1.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,1
721509,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,,1,0.5,,0.5,0,0,1,59.733333333333334,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,12
721509,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.75,,1,0.5,,0.5,0,0,1,59.68333333333333,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,6
721509,0.5,0.5,0.0,0.0,0.0,0.875,0.125,0.875,,1,0.5,,0.5,0,0,1,59.733333333333334,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,3
721509,0.5,0.5,0.0,0.0,0.0,0.9583333333333334,0.041666666666666664,0.9583333333333334,,1,0.5,,0.5,0,0,1,59.68333333333333,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,1
659923,0.42,0.3925,0.010356157588603976,0.034999999999999976,0.034999999999999976,25.0,2.0,0.9259259259259259,,1,0.415,,0.42,0,0,1,59.6,0.08163265306122448,0.02749999999999997,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,48
659923,0.42,0.4072000000000001,0.011582745788456193,0.02999999999999997,0.02999999999999997,26.0,1.0,0.9629629629629629,,1,0.415,,0.42,0,0,1,59.56666666666667,0.08163265306122448,0.012799999999999867,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,24
659923,0.4,0.4111,0.008619164692706583,0.010000000000000009,0.034999999999999976,26.5,0.5,0.9814814814814815,,1,0.415,,0.4,0,0,1,59.56666666666667,0.14285714285714285,-0.011099999999999999,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,12
659923,0.41,0.41159999999999997,0.007445804187594499,0.0,0.02999999999999997,26.75,0.25,0.9907407407407407,,1,0.415,,0.41,0,0,1,59.5,0.16326530612244897,-0.0015999999999999903,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,6
659923,0.41,0.41159999999999997,0.0074458041875945,0.0,0.02999999999999997,26.875,0.125,0.9953703703703703,,1,0.415,,0.41,0,0,1,59.55,0.16326530612244897,-0.0015999999999999903,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,3
659923,0.415,0.4118,0.007467261881037773,0.0050000000000000044,0.02999999999999997,26.958333333333332,0.041666666666666664,0.9984567901234568,,1,0.415,,0.415,0,0,1,59.56666666666667,0.1836734693877551,0.0031999999999999806,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,1
